Data Entrada,Data Saída,Retorno (%),Lucro (R$)
2022-01-13,2022-01-18,4.353571247051424,9.765057764192179
2022-01-14,2022-01-19,0.12717821465519918,0.2976796873106874
2022-01-17,2022-01-20,0.6983964694491807,1.6367806761286492
2022-01-18,2022-01-21,0.4108452328156931,0.9695925297184915
2022-01-19,2022-01-24,1.4607790391603093,3.461594244518346
2022-01-20,2022-01-25,4.003788972090683,9.626335709746423
2022-01-21,2022-01-26,6.6100007437571495,16.528768383308194
2022-01-24,2022-01-27,6.040705940135305,16.103661271105537
2022-01-25,2022-01-28,-1.3640441645934698,-3.8560084263384877
2022-01-26,2022-01-31,-4.487727621003668,-12.51328366227487
2022-01-27,2022-02-01,-2.5974124884339367,-6.917432050037216
2022-01-28,2022-02-02,-0.06145538240116544,-0.1594169136952881
2022-01-31,2022-02-03,-0.865531983782708,-2.2438334246056795
2022-02-01,2022-02-04,-1.121221276510409,-2.881532372400281
2022-02-02,2022-02-07,-1.1377706425125589,-2.891278920527856
2022-02-03,2022-02-08,-0.7483544189124891,-1.8800655577964627
2022-02-04,2022-02-09,-2.083968829577365,-5.196304599023015
2022-02-07,2022-02-10,0.9020241815011154,2.2022943476746044
2022-02-08,2022-02-11,6.063441553279891,14.93744290102828
2022-02-09,2022-02-14,3.2863914012227324,8.5870118680408
2022-02-10,2022-02-15,0.12329701566868856,0.332750293197187
2022-02-11,2022-02-16,-2.458516884358941,-6.643152458187842
2022-02-14,2022-02-17,-0.6060741645900536,-1.5974090865466741
2022-02-15,2022-02-18,1.6009976959103334,4.194120756636861
2022-02-16,2022-02-21,2.7937936302390387,7.436053727948866
2022-02-17,2022-02-22,2.865856976372938,7.8409665831242155
2022-02-18,2022-02-23,3.696985796077956,10.404809204271755
2022-02-21,2022-02-24,-1.3589275559313996,-3.9659640833603547
2022-02-22,2022-02-25,0.7706117669602053,2.218430835574649
2022-02-23,2022-03-02,1.3149938158063312,3.814765642061232
2022-02-24,2022-03-03,2.5456650451274987,7.482024630852381
2022-02-25,2022-03-04,0.6764800830203921,2.0388730947199702
2022-03-02,2022-03-07,-8.278041938650071,-25.11833369292226
2022-03-03,2022-03-08,-5.198604831482035,-14.468493943200771
2022-03-04,2022-03-09,-4.87877076762111,-12.872463305674275
2022-03-07,2022-03-10,5.974841302458089,14.995297209288848
2022-03-08,2022-03-11,0.0924397204182359,0.2458612592494463
2022-03-09,2022-03-14,-2.1191723603939505,-5.64155770235644
2022-03-10,2022-03-15,-7.715129134339249,-20.1035884963642
2022-03-11,2022-03-16,-5.109256686847507,-12.286229325653418
2022-03-14,2022-03-17,-5.836201069808644,-13.317263403405338
2022-03-15,2022-03-18,-1.575587168244419,-3.3854090467327493
2022-03-16,2022-03-21,3.0165259122481913,6.379381992114501
2022-03-17,2022-03-22,5.3648740257811856,11.687940074891516
2022-03-18,2022-03-23,4.704362342559598,10.798789231075704
2022-03-21,2022-03-24,2.07809771742129,4.994649781741953
2022-03-22,2022-03-25,2.1505419404981074,5.276179485454589
2022-03-23,2022-03-28,-1.40404293935531,-3.5187848153871055
2022-03-24,2022-03-29,-0.3701413148926469,-0.9146164111445686
2022-03-25,2022-03-30,2.1362084965766526,5.259017049052822
2022-03-28,2022-03-31,5.854432425456113,14.7205985847188
2022-03-29,2022-04-01,2.198135301933113,5.850650312032294
2022-03-30,2022-04-04,-0.8790493963492407,-2.3911453278382644
2022-03-31,2022-04-05,-3.1689322968004086,-8.544194210679258
2022-04-01,2022-04-06,-1.9691009698939443,-5.140920137996134
2022-04-04,2022-04-07,4.097860645499751,10.48800877839129
2022-04-05,2022-04-08,5.61902530034073,14.97058076496482
2022-04-06,2022-04-11,4.91347724333886,13.82638880486949
2022-04-07,2022-04-12,-0.5581765679967043,-1.6478690571618866
2022-04-08,2022-04-13,1.0523153913758243,3.089342788255655
2022-04-11,2022-04-14,0.7636212037978929,2.2653975423908914
2022-04-12,2022-04-18,-0.7162087183193999,-2.1409662237022546
2022-04-13,2022-04-19,0.15901951809256243,0.47195326881689326
2022-04-14,2022-04-20,1.694928512128846,5.03836951251808
2022-04-18,2022-04-22,-0.5208486993711681,-1.5745248136203094
2022-04-19,2022-04-25,-4.865707325171664,-14.632413958521036
2022-04-20,2022-04-26,-5.471689146368364,-15.654114527350057
2022-04-22,2022-04-27,-1.636108967212646,-4.424673330430337
2022-04-25,2022-04-28,0.49816680736531893,1.3251940432427918
2022-04-26,2022-04-29,0.7318666551973552,1.9565672876325078
2022-04-27,2022-05-02,-0.26613861294064733,-0.7167003203408333
2022-04-28,2022-05-03,-0.03304745611811821,-0.08875858662185486
2022-04-29,2022-05-04,5.911478347769683,15.87175312213381
2022-05-02,2022-05-05,6.771164478281166,19.254630545455218
2022-05-03,2022-05-06,9.289267909553022,28.20377843366951
2022-05-04,2022-05-09,0.28063378972473796,0.9312006783402189
2022-05-05,2022-05-10,1.3433381018839619,4.4699815005009365
2022-05-06,2022-05-11,1.542661075326457,5.202188915432597
2022-05-09,2022-05-12,5.19280138271343,17.781395844795064
2022-05-10,2022-05-13,5.64117947987075,20.319830309891277
2022-05-11,2022-05-16,3.0980011007412545,11.788674285743419
2022-05-12,2022-05-17,0.9754616874808164,3.8268713497689277
2022-05-13,2022-05-18,-1.9550621457506079,-7.744797383893759
2022-05-16,2022-05-19,-1.2713226955536894,-4.937765592982669
2022-05-17,2022-05-20,1.9613703572169516,7.521034747849573
2022-05-18,2022-05-23,7.738088970473811,30.25431820317643
2022-05-19,2022-05-24,3.0562578385681327,12.873982359962655
2022-05-20,2022-05-25,2.5431696774693036,11.040090273014512
2022-05-23,2022-05-26,-1.0913074393054778,-4.857928753688782
2022-05-24,2022-05-27,-3.1645493864229546,-13.933183739032714
2022-05-25,2022-05-30,-6.427461171578819,-27.40389697437934
2022-05-26,2022-05-31,-6.442570709215389,-25.702802026994988
2022-05-27,2022-06-01,-1.8954257868056157,-7.074672530379009
2022-05-30,2022-06-02,-0.7669223510151979,-2.8082787232379958
2022-05-31,2022-06-03,0.7318542127840555,2.6593154251451705
2022-06-01,2022-06-06,0.9327097511627302,3.4139615144120383
2022-06-02,2022-06-07,3.02420231099525,11.172616135818453
2022-06-03,2022-06-08,0.7595837893498381,2.8910725155502908
2022-06-06,2022-06-09,-0.7590823306353855,-2.911109520532745
2022-06-07,2022-06-10,-3.294201524193574,-12.537489939153584
2022-06-08,2022-06-13,-4.064242013459241,-14.958653758004765
2022-06-09,2022-06-14,-1.5630218966447118,-5.518976213640528
2022-06-10,2022-06-15,-1.922427269409821,-6.68192584046978
2022-06-13,2022-06-17,-6.696277176007204,-22.827316699862575
2022-06-14,2022-06-20,-6.689175276502346,-21.276147409366956
2022-06-15,2022-06-21,-6.9119801230743345,-20.514215961364002
2022-06-17,2022-06-22,-1.17175443761951,-3.237299214435085
2022-06-20,2022-06-23,-4.091246995872644,-11.170767685151617
2022-06-21,2022-06-24,-2.8813910382319285,-7.545495528270447
2022-06-22,2022-06-27,3.668036469502911,9.328711522221258
2022-06-23,2022-06-28,6.94600236769809,18.313350951058535
2022-06-24,2022-06-29,6.808658806635082,19.1981339694206
2022-06-27,2022-06-30,-0.17867625340761695,-0.5381096067670573
2022-06-28,2022-07-01,0.7059721031236421,2.122339089199904
2022-06-29,2022-07-04,3.7749139863376246,11.428507546269184
2022-06-30,2022-07-05,0.3580412706995384,1.12488449547565
2022-07-01,2022-07-06,-3.0143428988836707,-9.50428983600213
2022-07-04,2022-07-07,-2.2649212872363877,-6.926082233934698
2022-07-05,2022-07-08,2.74704783756059,8.210152414561298
2022-07-06,2022-07-11,3.577856061339002,10.986951674669948
2022-07-07,2022-07-12,-0.8778000973276745,-2.792009499750258
2022-07-08,2022-07-13,-1.909729818485606,-6.0209376284128595
2022-07-11,2022-07-14,-4.08236320056049,-12.624953010655755
2022-07-12,2022-07-15,-0.9564251106246813,-2.8370537891231313
2022-07-13,2022-07-18,1.2389392932025123,3.6399291837161636
2022-07-14,2022-07-19,6.1476968869312865,18.285335793008123
2022-07-15,2022-07-20,4.327611323909641,13.663102232017566
2022-07-18,2022-07-21,1.468535661388204,4.837097378569989
2022-07-19,2022-07-22,0.5140522502479428,1.7180626272959933
2022-07-20,2022-07-25,5.245116090047608,17.620312770210482
2022-07-21,2022-07-26,6.857334299394435,24.244642346725254
2022-07-22,2022-07-27,6.887148850029301,26.019818631558778
2022-07-25,2022-07-28,5.1791483805797345,20.91455564508745
2022-07-26,2022-07-29,10.125748546891922,43.00778507794613
2022-07-27,2022-08-01,7.432224156149103,34.763829508499256
2022-07-28,2022-08-02,4.769275737803946,23.96601412224143
2022-07-29,2022-08-03,-0.8784684836992795,-4.624912340761871
2022-08-01,2022-08-04,1.5736426007341375,8.2120470354213
2022-08-02,2022-08-05,3.0741955635967377,16.295130500640777
2022-08-03,2022-08-08,8.21271947345592,44.87074642615356
2022-08-04,2022-08-09,8.827833636397076,52.192578963405495
2022-08-05,2022-08-10,6.423870850406588,41.33247406192164
2022-08-08,2022-08-11,-1.0374074903151342,-7.1036741401571915
2022-08-09,2022-08-12,4.598209754965676,31.15971625470981
2022-08-10,2022-08-15,4.969533074242305,35.22447692160537
2022-08-11,2022-08-16,8.442300782705892,62.81350876720282
2022-08-12,2022-08-17,3.3112562784633814,26.716757634191467
2022-08-15,2022-08-18,5.3593877377298815,44.67389065009619
2022-08-16,2022-08-19,-0.8747128926027914,-7.68205415681694
2022-08-17,2022-08-22,-1.068368948879117,-9.300741033009587
2022-08-18,2022-08-23,0.05985983554015473,0.5155454799360214
2022-08-19,2022-08-24,6.019521969256525,51.874432450993424
2022-08-22,2022-08-25,2.6843394428005984,24.52531696489021
2022-08-23,2022-08-26,0.5980684513594792,5.610897090413353
2022-08-24,2022-08-29,2.497035595060293,23.566537843171293
2022-08-25,2022-08-30,-2.554073873460372,-24.706760842569736
2022-08-26,2022-08-31,-1.2187693843810021,-11.48861247681091
2022-08-29,2022-09-01,-1.8271451166487207,-17.01349422962565
2022-08-30,2022-09-02,3.0527186305444376,27.906069679738515
2022-08-31,2022-09-05,0.3310346470316361,3.118493198388435
2022-09-01,2022-09-06,-5.169860876858978,-48.86360420124299
2022-09-02,2022-09-08,-4.84737651951156,-43.44699899459047
2022-09-05,2022-09-09,-4.649080778264347,-39.64978969015639
2022-09-06,2022-09-12,-1.9314648063325168,-15.706719187355995
2022-09-08,2022-09-13,-3.6163605492940065,-28.84032110632209
2022-09-15,2022-09-20,0.09658130539822452,0.7423774317773035
2022-09-16,2022-09-21,1.2670407035776154,9.748583175725342
2022-09-19,2022-09-22,2.14262975232542,16.69422201258957
2022-09-20,2022-09-23,-3.69894722318721,-29.43772360838843
2022-09-21,2022-09-26,-6.031428316612841,-46.22503983484052
2022-09-22,2022-09-27,-7.107068687154738,-51.18353319421449
2022-09-23,2022-09-28,-2.2377994660997214,-14.970750848271358
2022-09-26,2022-09-29,0.06827848643615742,0.4465573795228788
2022-09-27,2022-09-30,0.438158327993321,2.8676152710267666
2022-09-28,2022-10-03,9.941919264888611,65.35198548654562
2022-09-29,2022-10-04,7.028321138124616,50.79295338076294
2022-09-30,2022-10-05,9.22817654439394,71.3783453622605
2022-10-03,2022-10-06,4.599124790456122,38.85621192117505
2022-10-04,2022-10-07,7.204319213708743,63.665809246178576
2022-10-05,2022-10-10,2.150532889897394,20.37378356884738
2022-10-06,2022-10-11,-1.9607776205666338,-18.975558944823206
2022-10-07,2022-10-13,0.9218058473600355,8.745921047513253
2022-10-10,2022-10-14,0.5112659839612066,4.895510716278132
2022-10-11,2022-10-17,1.1818131877484594,11.374038183117738
2022-10-13,2022-10-18,0.7955196023041511,7.74674379925915
2022-10-14,2022-10-19,5.984445992829035,58.73993852530708
2022-10-17,2022-10-20,9.224334789752753,95.95922385137072
2022-10-18,2022-10-21,10.26016144567432,116.58032792553713
2022-10-19,2022-10-24,-3.3032140609908334,-41.383424000228906
2022-10-20,2022-10-25,-8.061431263731478,-97.65936507210262
2022-10-21,2022-10-26,-13.2820906513342,-147.93329126030423
2022-10-24,2022-10-27,-3.766415709580606,-36.37780840809972
2022-10-25,2022-10-28,-2.8631219840475453,-26.61183316349121
2022-10-26,2022-10-31,-8.865773048449599,-80.04527321456115
2022-10-27,2022-11-01,-9.405352162674884,-77.38836243880021
2022-10-28,2022-11-03,-8.044179571450982,-59.96321272516778
2022-11-01,2022-11-07,-9.07567483907158,-62.21015564381471
2022-11-09,2022-11-14,2.9739725346390022,18.535290626928877
2022-11-10,2022-11-16,3.9433531551835044,25.307869530286297
2022-11-11,2022-11-17,0.6299071067943807,4.2020686660694455
2022-11-14,2022-11-18,-3.6101108614135513,-24.23451022824932
2022-11-16,2022-11-21,-1.3627977652223233,-8.818132130882715
2022-11-17,2022-11-22,-8.100699279990852,-51.702131141628485
2022-11-18,2022-11-23,-6.076635402413766,-35.64193886164827
2022-11-21,2022-11-24,-3.1212570122361782,-17.194965717135286
2022-11-22,2022-11-25,2.2717433953376,12.124380362713419
2022-11-23,2022-11-28,3.9249289448404223,21.42336743770981
2022-11-24,2022-11-29,4.659780447163442,26.4326757579554
2022-11-25,2022-11-30,11.735128868077194,69.66960630480087
2022-11-28,2022-12-01,5.04923142544913,33.49426900706901
2022-11-29,2022-12-02,2.0882674142667312,14.55205134870345
2022-11-30,2022-12-05,-3.9009713487588082,-27.75151523752439
2022-12-01,2022-12-06,0.19539583481968936,1.3358209176071711
2022-12-02,2022-12-07,-2.161321966923191,-14.804719073478148
2022-12-05,2022-12-08,-3.2786913878968704,-21.973124644409005
2022-12-06,2022-12-09,-3.62715165206412,-23.511436100955077
2022-12-07,2022-12-12,-5.680489987436344,-35.485745767870895
2022-12-08,2022-12-13,-5.891839539249899,-34.71527297955827
2022-12-09,2022-12-14,-13.112084297105786,-72.70573865126478
2022-12-12,2022-12-15,-7.820989933277378,-37.680622125794024
2022-12-13,2022-12-16,-5.4459724714636675,-24.1859872306318
2022-12-14,2022-12-19,4.238467960549497,17.79825048105856
2022-12-15,2022-12-20,4.673331407232917,20.45610807522748
2022-12-16,2022-12-21,6.893414081010363,31.583979063225634
2022-12-19,2022-12-22,7.193924304136434,35.232972772240565
2022-12-20,2022-12-23,8.885999346070506,46.650883368231405
2022-12-21,2022-12-26,5.812467337387495,33.226619777108546
2022-12-22,2022-12-27,4.668630735233692,28.239174852852376
2022-12-23,2022-12-28,-1.2738963563126093,-8.065162384104745
2022-12-26,2022-12-29,-1.764227946178798,-11.027211771907231
2022-12-27,2023-01-02,-8.721652117867551,-53.552461842789334
2022-12-28,2023-01-03,-9.919346539585405,-55.59445975760002
2022-12-29,2023-01-04,-5.918377945391573,-29.880143230708576
2023-01-02,2023-01-05,4.188486036709516,19.89490399470912
2023-01-03,2023-01-06,6.266782710532315,31.013382800044972
2023-01-04,2023-01-09,3.5574960810421885,18.70882297740127
2023-01-05,2023-01-10,0.8793947406589009,4.78924925543503
2023-01-06,2023-01-11,2.2746503337558233,12.496853809022278
2023-01-09,2023-01-12,3.1839053977386955,17.89015910364783
2023-01-10,2023-01-13,1.9925300555945658,11.552364683642802
2023-01-11,2023-01-16,-0.9884809914519233,-5.84524469605415
2023-01-12,2023-01-17,3.6134901727471025,21.15665361200996
2023-01-13,2023-01-18,2.0350081206907067,12.345325559764126
2023-01-16,2023-01-19,7.695491183393033,47.63453707188834
2023-01-17,2023-01-20,3.3307113242852404,22.203432519147693
2023-01-18,2023-01-23,6.860792285270767,47.25924894240579
2023-01-19,2023-01-24,2.742387135891855,20.18643823415711
2023-01-20,2023-01-25,2.1615634935943318,16.347396002951786
2023-01-23,2023-01-26,-2.0156849111653496,-15.573662609487567
2023-01-24,2023-01-27,-3.6842010229760858,-27.891251196036603
2023-01-25,2023-01-30,-4.4172501980786265,-32.208775090201314
2023-01-26,2023-01-31,-0.685709285265379,-4.779052051700514
2023-01-27,2023-02-01,0.35127962990348927,2.431456152870918
2023-01-30,2023-02-02,-4.776684058179215,-33.178970580398364
2023-01-31,2023-02-03,-4.909849359293816,-32.47490271962598
2023-02-01,2023-02-06,0.27228429887546923,1.7125285691327083
2023-02-02,2023-02-07,4.486142099318546,28.292359061000568
2023-02-03,2023-02-08,5.082686933481906,33.492548102480406
2023-02-06,2023-02-09,0.5818208159909855,4.028795780832173
2023-02-07,2023-02-10,4.293510851731996,29.903226938385515
2023-02-08,2023-02-13,2.8790899489004484,20.91308066784982
2023-02-09,2023-02-14,2.969543173488365,22.19113609788134
2023-02-10,2023-02-15,0.07484851103489731,0.5759461035642187
2023-02-13,2023-02-16,0.18654041553163303,1.4364699999995505
2023-02-14,2023-02-17,-0.9737818341654658,-7.512676168941234
2023-02-15,2023-02-22,-3.6649009054760318,-27.999187604636415
2023-02-16,2023-02-23,-1.1173029800894074,-8.223159227786523
2023-02-17,2023-02-24,-2.0423676223358056,-14.863529959443422
2023-02-22,2023-02-27,1.5139618481150974,10.792977126870767
2023-02-23,2023-02-28,-4.9340921392040045,-35.70749289388285
2023-02-24,2023-03-01,-2.316604673615308,-15.93781683324076
2023-02-27,2023-03-02,-5.774382849496162,-38.80638826966097
2023-02-28,2023-03-03,1.8225077269476975,11.54080276016538
2023-03-01,2023-03-06,2.60869247362443,16.820283617818873
2023-03-02,2023-03-07,1.8668808516905777,12.351257726443121
2023-03-03,2023-03-08,-1.0895145426859654,-7.3427817967082705
2023-03-06,2023-03-09,-2.503849977459205,-16.69084131889172
2023-03-07,2023-03-10,-0.478076228104074,-3.107095058161296
2023-03-08,2023-03-13,-4.838677120229984,-31.297006230660553
2023-03-09,2023-03-14,-6.124051374132877,-37.694279744123705
2023-03-10,2023-03-15,-6.565249859168754,-37.93518633871111
2023-03-13,2023-03-16,-3.8445639076037375,-20.756134472849954
2023-03-14,2023-03-17,-1.0521884967027328,-5.462189744507548
2023-03-15,2023-03-20,-1.7566434842804401,-9.023251352016404
2023-03-16,2023-03-21,0.6018707724999128,3.037287284496208
2023-03-17,2023-03-22,-0.7656260220724187,-3.8869178384018284
2023-03-20,2023-03-23,-0.5669617862018583,-2.8563051116190175
2023-03-21,2023-03-24,-2.606845577570349,-13.0586061674411
2023-03-22,2023-03-27,-0.6429463645961531,-3.1367845918603776
2023-03-23,2023-03-28,3.4649344436852747,16.795915362882738
2023-03-24,2023-03-29,4.870552810535456,24.42756057378004
2023-03-27,2023-03-30,3.4080929869509724,17.92531660681598
2023-03-28,2023-03-31,-0.5934765195525604,-3.2278509300532896
2023-03-29,2023-04-03,2.4686355937175053,13.346942846443516
2023-03-30,2023-04-04,1.2515595178081984,6.933735568479446
2023-03-31,2023-04-05,3.837937386304424,21.52857944489777
2023-04-03,2023-04-06,-2.0008054334844982,-11.654090861104205
2023-04-04,2023-04-10,0.9889008017026635,5.6448028312107175
2023-04-05,2023-04-11,5.3798894909036,31.012947790818888
2023-04-06,2023-04-12,7.708322431107151,46.82602626983576
2023-04-10,2023-04-13,6.201541282599177,40.576663444705694
2023-04-11,2023-04-14,2.4941527219053405,17.331276702052538
2023-04-12,2023-04-17,3.3268987286626084,23.69442555067715
2023-04-13,2023-04-18,5.224730143321876,38.44889489276155
2023-04-14,2023-04-19,0.7984826628853581,6.183057840235014
2023-04-17,2023-04-20,-0.07487652465704153,-0.5844367158247815
2023-04-18,2023-04-24,-0.693678171623402,-5.41033971136759
2023-04-19,2023-04-25,2.1878574647788973,16.945813719702386
2023-04-20,2023-04-26,0.22479789482225954,1.779241650202771
2023-04-24,2023-04-27,-4.044108695456661,-32.0804687568383
2023-04-25,2023-04-28,-1.4499515790813655,-11.03679634355802
2023-04-26,2023-05-02,-4.240000490698204,-31.806236097190244
2023-04-27,2023-05-03,-2.200451940980208,-15.806743082985847
2023-04-28,2023-05-04,-2.8692098071329664,-20.15717476411227
2023-05-02,2023-05-05,5.540910034236979,37.80988663289624
2023-05-03,2023-05-08,8.164179526610106,58.79733704457574
2023-05-04,2023-05-09,6.820157954983408,53.127943382660426
2023-05-05,2023-05-10,2.208344611619939,18.375900604405984
2023-05-08,2023-05-11,3.7535703770134488,31.92366204974278
2023-05-09,2023-05-12,6.7507131254939345,59.569073455367494
2023-05-10,2023-05-15,4.60659336198499,43.393217641450185
2023-05-11,2023-05-16,3.4211564711075892,33.71118150126393
2023-05-12,2023-05-17,-2.2476094123505708,-22.905051263544344
2023-05-15,2023-05-18,0.5845674804408896,5.823344256820164
2023-05-16,2023-05-19,-2.0151992587967293,-20.192363725834255
2023-05-17,2023-05-22,-0.15588466145090019,-1.530492704465587
2023-05-18,2023-05-23,1.7047555088804511,16.711385415042585
2023-05-19,2023-05-24,3.414802884710255,34.04530683982715
2023-05-22,2023-05-25,3.239646516356909,33.40195969982392
2023-05-23,2023-05-26,2.0952486067894682,22.30264599607689
2023-05-24,2023-05-29,0.15010377581798906,1.6312404359112704
2023-05-25,2023-05-30,-0.2268531581119504,-2.469008554902034
2023-05-26,2023-05-31,-2.537323565302807,-27.552898233490314
2023-05-29,2023-06-01,1.011595092468931,10.706227864340233
2023-05-30,2023-06-02,2.9935691024691735,32.00297007849508
2023-05-31,2023-06-05,5.16846447955015,56.90791078411353
2023-06-01,2023-06-06,4.043047543868217,46.8172055240576
2023-06-02,2023-06-07,6.217808422858995,74.91124942965696
2023-06-05,2023-06-09,10.229332444844719,130.90442677845326
2023-06-06,2023-06-12,9.839573121504163,138.79712648428458
